Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
hv,60450437,2,"Saturday, February 16, 2013 00:21:03 UTC",19.3792,-155.4117,2.5,10.40,38,"Island of Hawaii, Hawaii"
ak,10656956,1,"Saturday, February 16, 2013 00:07:15 UTC",65.0710,-147.2305,1.7,11.30,11,"northern Alaska"
nc,71938245,0,"Saturday, February 16, 2013 00:05:45 UTC",38.8118,-122.7820,1.4,0.60,23,"Northern California"
nc,71938240,0,"Friday, February 15, 2013 23:59:56 UTC",35.9597,-120.5143,1.6,2.70,20,"Central California"
us,c000f88s,5,"Friday, February 15, 2013 23:48:29 UTC",28.7776,139.4584,4.3,459.10,52,"Bonin Islands, Japan region"
ak,10656758,1,"Friday, February 15, 2013 23:28:04 UTC",63.0636,-151.5960,1.2,19.00, 4,"Central Alaska"
ak,10656756,1,"Friday, February 15, 2013 23:28:01 UTC",61.3533,-150.1169,1.8,34.50, 9,"Southern Alaska"
nc,71938220,1,"Friday, February 15, 2013 23:03:55 UTC",38.8125,-122.8100,1.0,3.60,23,"Northern California"
ak,10656748,1,"Friday, February 15, 2013 23:02:16 UTC",63.3647,-151.7969,1.8,2.40, 7,"Central Alaska"
nc,71938215,3,"Friday, February 15, 2013 22:58:30 UTC",40.3922,-124.3102,2.9,29.20,26,"Northern California"
ci,11245138,0,"Friday, February 15, 2013 22:28:34 UTC",33.1632,-116.4302,1.4,4.90,40,"Southern California"
nn,00403296,9,"Friday, February 15, 2013 22:23:47 UTC",38.0289,-118.0073,2.3,8.80,18,"Nevada"
uw,60506416,1,"Friday, February 15, 2013 22:16:20 UTC",49.4187,-120.4813,2.3,0.00,13,"British Columbia, Canada"
ak,10656718,1,"Friday, February 15, 2013 21:49:46 UTC",58.3660,-151.8600,2.7,125.00,12,"Kodiak Island region, Alaska"
nc,71938165,3,"Friday, February 15, 2013 21:39:31 UTC",39.8703,-122.6887,2.7,8.70,30,"Northern California"
ci,11245122,0,"Friday, February 15, 2013 21:37:18 UTC",34.2362,-117.4353,1.7,14.80,24,"Southern California"
ak,10656709,1,"Friday, February 15, 2013 21:23:57 UTC",63.4953,-151.3415,1.6,3.30, 9,"Central Alaska"
ak,10656705,1,"Friday, February 15, 2013 21:21:15 UTC",62.7984,-149.8121,1.8,67.30,10,"Central Alaska"
us,c000f84c,3,"Friday, February 15, 2013 21:20:52 UTC",-18.9144,-176.2580,5.1,15.90,175,"Fiji region"
nc,71938150,3,"Friday, February 15, 2013 21:18:20 UTC",39.6737,-123.5383,3.3,4.60,21,"Northern California"
nc,71938145,1,"Friday, February 15, 2013 21:17:55 UTC",38.8233,-122.8253,1.6,2.60,28,"Northern California"
nc,71938140,1,"Friday, February 15, 2013 21:17:00 UTC",38.8238,-122.8257,1.7,2.70,28,"Northern California"
nn,00403277,9,"Friday, February 15, 2013 21:05:35 UTC",38.0446,-117.9787,1.3,16.00, 9,"Nevada"
ci,11245090,0,"Friday, February 15, 2013 21:01:29 UTC",33.9408,-117.1577,1.3,14.40,27,"Greater Los Angeles area, California"
nn,00403275,9,"Friday, February 15, 2013 20:48:42 UTC",38.0453,-118.0453,1.2,0.30,10,"Nevada"
nn,00403273,9,"Friday, February 15, 2013 20:45:46 UTC",39.2077,-120.0621,1.0,9.90,18,"Northern California"
ci,11245082,0,"Friday, February 15, 2013 20:38:58 UTC",36.2900,-118.0655,1.8,1.80,12,"Central California"
nc,71938105,0,"Friday, February 15, 2013 20:27:53 UTC",36.7088,-121.3485,1.4,3.20,15,"Central California"
pr,13046005,0,"Friday, February 15, 2013 20:13:05 UTC",18.5939,-68.4542,3.2,135.00, 8,"Dominican Republic"
ci,11245050,0,"Friday, February 15, 2013 19:57:09 UTC",33.8808,-116.9922,1.4,16.40,47,"Southern California"
us,c000f819,8,"Friday, February 15, 2013 19:55:30 UTC",-17.7525,-178.7816,5.5,546.70,73,"Fiji region"
us,c000f80h,6,"Friday, February 15, 2013 19:32:44 UTC",54.2966,-161.5212,4.2,10.10,40,"Alaska Peninsula"
ak,10656656,1,"Friday, February 15, 2013 19:28:57 UTC",62.2090,-148.9444,1.8,33.70,13,"Central Alaska"
nn,00403268,9,"Friday, February 15, 2013 19:28:30 UTC",38.0204,-118.0641,1.6,7.10,18,"Nevada"
ak,10656651,1,"Friday, February 15, 2013 19:26:52 UTC",61.2779,-149.9568,2.1,41.40,15,"Southern Alaska"
ak,10656646,1,"Friday, February 15, 2013 19:09:04 UTC",63.4053,-151.2281,1.4,10.90,10,"Central Alaska"
ak,10656644,1,"Friday, February 15, 2013 19:02:33 UTC",60.5250,-147.2635,2.0,13.50, 7,"Southern Alaska"
us,c000f7yu,7,"Friday, February 15, 2013 18:33:44 UTC",4.4824,94.8752,4.8,35.60,68,"off the west coast of northern Sumatra"
nc,71938025,1,"Friday, February 15, 2013 18:32:07 UTC",40.3817,-124.3098,2.9,26.30,14,"Northern California"
us,c000f7ya,7,"Friday, February 15, 2013 18:27:46 UTC",32.7777,95.3401,4.5,43.00,54,"southern Qinghai, China"
ak,10656623,1,"Friday, February 15, 2013 18:08:45 UTC",58.3073,-155.8142,2.7,117.20, 4,"Alaska Peninsula"
us,c000f7xl,4,"Friday, February 15, 2013 17:50:36 UTC",52.6930,-34.5558,4.7,15.00,121,"Reykjanes Ridge"
nc,71937945,1,"Friday, February 15, 2013 17:25:41 UTC",38.8007,-122.8040,1.4,1.90,26,"Northern California"
ak,10656608,1,"Friday, February 15, 2013 17:24:39 UTC",63.3260,-144.9317,1.9,0.00,15,"Central Alaska"
nn,00403250,9,"Friday, February 15, 2013 17:20:17 UTC",37.9165,-118.1032,1.5,9.90,17,"Nevada"
uu,60013357,2,"Friday, February 15, 2013 17:14:27 UTC",44.6542,-109.8927,1.4,9.30,13,"Yellowstone National Park, Wyoming"
nn,00403244,9,"Friday, February 15, 2013 16:53:17 UTC",38.0279,-118.0379,1.7,9.10,16,"Nevada"
ak,10656593,1,"Friday, February 15, 2013 16:40:02 UTC",61.1376,-151.0829,2.1,54.30,15,"Southern Alaska"
us,c000f7vv,6,"Friday, February 15, 2013 16:32:57 UTC",67.7112,142.0953,4.8,15.40,73,"northeastern Sakha, Russia"
pr,13046004,0,"Friday, February 15, 2013 16:25:37 UTC",18.3269,-66.3304,2.4,57.00, 9,"Puerto Rico"
ak,10656580,1,"Friday, February 15, 2013 16:17:12 UTC",64.4391,-148.1546,3.0,23.20,30,"Central Alaska"
nn,00403241,9,"Friday, February 15, 2013 16:16:24 UTC",37.5326,-117.8245,1.4,10.00,11,"Nevada"
ak,10656577,1,"Friday, February 15, 2013 16:11:02 UTC",58.9182,-151.2353,2.8,37.80,12,"Kodiak Island region, Alaska"
hv,60450327,1,"Friday, February 15, 2013 15:46:00 UTC",19.3585,-155.2132,2.0,3.00,19,"Island of Hawaii, Hawaii"
ci,11244986,0,"Friday, February 15, 2013 15:09:43 UTC",34.2038,-118.6377,1.9,5.20,22,"Greater Los Angeles area, California"
ci,11244978,0,"Friday, February 15, 2013 15:00:40 UTC",34.0188,-116.4188,1.0,6.60,24,"Southern California"
ak,10656555,1,"Friday, February 15, 2013 14:58:50 UTC",61.7252,-150.7656,2.0,92.30,16,"Southern Alaska"
us,c000f7us,6,"Friday, February 15, 2013 14:42:55 UTC",40.4012,23.9267,4.7,10.00,83,"Greece"
nn,00403235,9,"Friday, February 15, 2013 14:35:31 UTC",38.0411,-118.0369,1.7,8.90,13,"Nevada"
ci,11244962,0,"Friday, February 15, 2013 14:31:05 UTC",33.4618,-116.3850,1.5,10.50,22,"Southern California"
nc,71937885,1,"Friday, February 15, 2013 14:16:46 UTC",38.8238,-122.8550,1.8,2.50,37,"Northern California"
nn,00403229,9,"Friday, February 15, 2013 12:59:58 UTC",38.0380,-118.0020,1.0,6.40, 9,"Nevada"
hv,60450262,1,"Friday, February 15, 2013 12:59:04 UTC",19.3700,-155.5012,1.8,8.40,34,"Island of Hawaii, Hawaii"
us,c000f7tm,4,"Friday, February 15, 2013 12:39:54 UTC",67.7351,142.2047,4.5,10.00,80,"northeastern Sakha, Russia"
nn,00403228,9,"Friday, February 15, 2013 12:39:16 UTC",38.0357,-118.0338,1.0,9.30,11,"Nevada"
nc,71937835,0,"Friday, February 15, 2013 12:37:56 UTC",38.8257,-122.8310,1.0,2.30,18,"Northern California"
ak,10656522,1,"Friday, February 15, 2013 12:34:49 UTC",61.6088,-150.9780,2.3,69.40,25,"Southern Alaska"
ci,11244954,0,"Friday, February 15, 2013 12:28:31 UTC",34.2003,-117.4865,1.2,6.00,33,"Greater Los Angeles area, California"
us,c000f7tc,7,"Friday, February 15, 2013 12:23:54 UTC",-10.6548,165.4731,4.7,35.00,39,"Santa Cruz Islands"
nc,71937815,1,"Friday, February 15, 2013 11:38:56 UTC",38.8398,-122.8402,1.8,1.80,30,"Northern California"
ci,11244938,0,"Friday, February 15, 2013 11:37:59 UTC",33.5997,-116.4150,1.3,15.80,18,"Southern California"
ci,11244930,0,"Friday, February 15, 2013 11:32:12 UTC",34.1970,-117.4928,1.3,5.80,40,"Greater Los Angeles area, California"
ak,10656508,1,"Friday, February 15, 2013 11:22:20 UTC",62.3146,-142.4913,2.4,16.10,14,"Central Alaska"
nc,71937805,0,"Friday, February 15, 2013 11:21:39 UTC",38.8132,-122.8223,1.3,1.90,17,"Northern California"
ci,11244922,0,"Friday, February 15, 2013 10:47:05 UTC",33.6852,-116.7108,1.1,17.60,50,"Southern California"
ci,11244914,0,"Friday, February 15, 2013 10:44:19 UTC",32.9942,-115.5758,1.4,0.00,13,"Southern California"
us,c000f7s4,6,"Friday, February 15, 2013 10:42:51 UTC",-8.6859,116.3651,4.4,109.10,46,"Lombok region, Indonesia"
nn,00403219,9,"Friday, February 15, 2013 10:08:09 UTC",38.0198,-118.0923,1.3,13.80,13,"Nevada"
pr,13046002,0,"Friday, February 15, 2013 09:37:35 UTC",18.2134,-67.2929,2.1,31.00, 6,"Mona Passage, Puerto Rico"
nc,71937795,0,"Friday, February 15, 2013 09:10:34 UTC",36.6730,-121.3043,1.2,6.20, 7,"Central California"
ak,10656491,1,"Friday, February 15, 2013 08:47:29 UTC",63.5329,-146.9865,1.5,32.40, 5,"Central Alaska"
ci,11244890,0,"Friday, February 15, 2013 08:21:01 UTC",34.3337,-116.9200,1.2,2.70,33,"Southern California"
nc,71937780,0,"Friday, February 15, 2013 08:04:40 UTC",36.1772,-120.7528,1.7,1.10, 9,"Central California"
ak,10656483,1,"Friday, February 15, 2013 07:28:00 UTC",62.0752,-152.2115,2.3,131.60,16,"Central Alaska"
ak,10656471,1,"Friday, February 15, 2013 06:36:58 UTC",63.5230,-151.2573,1.3,4.50, 7,"Central Alaska"
us,c000f7q5,6,"Friday, February 15, 2013 06:23:02 UTC",67.7707,142.6182,4.4,13.80,84,"northeastern Sakha, Russia"
ak,10656467,1,"Friday, February 15, 2013 06:04:38 UTC",61.4157,-149.9345,1.9,29.30, 9,"Southern Alaska"
ci,11244882,0,"Friday, February 15, 2013 05:44:37 UTC",33.5007,-116.4523,1.6,4.70,82,"Southern California"
ci,11244874,0,"Friday, February 15, 2013 04:53:49 UTC",35.8527,-117.9253,1.6,9.60, 9,"Central California"
ci,11244866,0,"Friday, February 15, 2013 04:51:41 UTC",35.6623,-118.4722,2.0,10.20,47,"Central California"
ak,10656456,1,"Friday, February 15, 2013 04:36:05 UTC",59.9894,-152.3398,2.2,88.80,12,"Southern Alaska"
ci,11244842,0,"Friday, February 15, 2013 04:11:14 UTC",35.5640,-118.5173,1.8,0.00, 8,"Central California"
hv,60450127,4,"Friday, February 15, 2013 03:53:31 UTC",19.3862,-155.4670,1.1,11.20,15,"Island of Hawaii, Hawaii"
us,c000f7mi,8,"Friday, February 15, 2013 03:02:23 UTC",-19.7189,-174.4758,5.8,71.70,362,"Tonga"
ak,10656338,1,"Friday, February 15, 2013 02:38:11 UTC",64.1932,-150.0326,1.4,16.10, 9,"Central Alaska"
ak,10656329,2,"Friday, February 15, 2013 02:27:00 UTC",59.5424,-153.1862,3.1,96.30,61,"Southern Alaska"
ci,11244810,2,"Friday, February 15, 2013 02:00:20 UTC",36.0310,-117.7673,1.3,2.50,30,"Central California"
pr,13046000,0,"Friday, February 15, 2013 01:50:00 UTC",17.9293,-66.0605,2.9,18.00, 9,"Puerto Rico region"
nn,00403190,9,"Friday, February 15, 2013 01:33:36 UTC",38.0307,-118.0407,1.0,7.90,11,"Nevada"
nc,71937615,0,"Friday, February 15, 2013 01:24:51 UTC",37.7263,-122.5518,1.7,8.10,16,"offshore Northern California"
nc,71937605,3,"Friday, February 15, 2013 01:16:45 UTC",37.6072,-119.0183,1.6,9.60,50,"Central California"
nc,71937590,2,"Friday, February 15, 2013 00:43:27 UTC",37.1018,-119.2680,2.1,30.40,37,"Central California"
ak,10656297,1,"Friday, February 15, 2013 00:41:47 UTC",61.0867,-150.3774,1.6,17.70, 7,"Southern Alaska"
pr,13046001,0,"Friday, February 15, 2013 00:31:05 UTC",18.0576,-66.0934,2.4,22.00,10,"Puerto Rico"
ak,10656281,1,"Friday, February 15, 2013 00:15:34 UTC",65.0090,-147.4446,1.6,3.20, 5,"northern Alaska"
us,c000f7l3,6,"Thursday, February 14, 2013 23:58:00 UTC",-0.4110,98.5479,4.7,11.30,37,"Kepulauan Batu, Indonesia"
nc,71937560,4,"Thursday, February 14, 2013 23:51:12 UTC",37.5388,-118.8220,2.6,7.30,53,"Central California"
uw,60506301,2,"Thursday, February 14, 2013 23:47:18 UTC",45.3888,-123.2508,1.4,0.00, 8,"Oregon"
ci,11244786,2,"Thursday, February 14, 2013 23:45:34 UTC",33.0520,-116.4345,1.3,9.10,28,"Southern California"
ci,11244770,2,"Thursday, February 14, 2013 23:41:39 UTC",33.5077,-116.4522,1.0,8.80,32,"Southern California"
us,c000f7kq,4,"Thursday, February 14, 2013 23:35:43 UTC",44.5396,149.0240,4.5,56.00,66,"Kuril Islands"
nn,00403180,9,"Thursday, February 14, 2013 23:35:28 UTC",38.0446,-118.0901,1.2,16.00, 7,"Nevada"
nn,00403179,9,"Thursday, February 14, 2013 23:32:39 UTC",38.0432,-118.0253,2.1,6.10,35,"Nevada"
uw,60506296,2,"Thursday, February 14, 2013 23:22:04 UTC",42.3650,-122.8228,1.7,0.00,13,"Oregon"
ci,11244738,2,"Thursday, February 14, 2013 23:02:42 UTC",35.4217,-118.4737,1.9,11.10,37,"Central California"
ak,10656239,1,"Thursday, February 14, 2013 22:50:11 UTC",60.5273,-150.8378,2.1,44.50, 9,"Kenai Peninsula, Alaska"
uw,60506276,1,"Thursday, February 14, 2013 22:17:02 UTC",49.3887,-120.4778,2.3,0.00,11,"British Columbia, Canada"
nc,71937515,0,"Thursday, February 14, 2013 22:03:40 UTC",37.3220,-122.1053,1.9,0.00, 7,"San Francisco Bay area, California"
hv,60450057,2,"Thursday, February 14, 2013 21:53:45 UTC",19.4310,-155.8430,2.6,10.00,32,"Island of Hawaii, Hawaii"
us,c000f7ib,4,"Thursday, February 14, 2013 21:46:13 UTC",-0.4724,98.6153,4.6,34.20,43,"Kepulauan Batu, Indonesia"
ak,10656192,1,"Thursday, February 14, 2013 21:05:36 UTC",63.4791,-151.3375,1.7,9.80, 8,"Central Alaska"
ci,11244706,2,"Thursday, February 14, 2013 20:52:44 UTC",33.1910,-116.4123,1.0,10.90,22,"Southern California"
us,c000f7g9,6,"Thursday, February 14, 2013 20:26:15 UTC",67.6209,142.4849,4.8,10.00,87,"northeastern Sakha, Russia"
ak,10656182,1,"Thursday, February 14, 2013 20:22:00 UTC",63.4879,-151.3321,1.9,0.20,11,"Central Alaska"
ak,10656176,1,"Thursday, February 14, 2013 20:13:46 UTC",63.4736,-151.3348,2.0,2.80,11,"Central Alaska"
ci,11244690,2,"Thursday, February 14, 2013 20:08:14 UTC",35.3265,-118.5787,2.1,5.40,57,"Central California"
nn,00403149,9,"Thursday, February 14, 2013 19:33:33 UTC",38.0442,-118.0065,1.0,6.10,12,"Nevada"
nn,00403147,9,"Thursday, February 14, 2013 19:32:07 UTC",38.0385,-118.0292,1.3,7.60,13,"Nevada"
nn,00403146,9,"Thursday, February 14, 2013 19:30:51 UTC",38.0389,-118.0327,1.8,9.10,14,"Nevada"
us,c000f7eg,8,"Thursday, February 14, 2013 19:23:02 UTC",-11.5933,165.8907,4.7,35.90,42,"Santa Cruz Islands"
hv,60450012,1,"Thursday, February 14, 2013 19:09:20 UTC",19.3772,-155.2405,1.8,3.50,17,"Island of Hawaii, Hawaii"
us,c000f7dh,7,"Thursday, February 14, 2013 18:57:21 UTC",-7.4699,119.7183,4.9,28.50,71,"Flores Sea"
ci,11244658,2,"Thursday, February 14, 2013 18:33:34 UTC",33.1295,-116.0772,1.2,5.60,16,"Southern California"
ci,11244650,2,"Thursday, February 14, 2013 18:28:07 UTC",35.5645,-118.5237,1.2,0.00,17,"Central California"
nc,71937430,4,"Thursday, February 14, 2013 18:26:43 UTC",40.3405,-124.3562,2.5,15.30,26,"Northern California"
us,c000f7di,2,"Thursday, February 14, 2013 18:22:39 UTC",36.4230,142.5777,4.5,37.00,11,"off the east coast of Honshu, Japan"
ak,10656138,1,"Thursday, February 14, 2013 18:15:44 UTC",60.2728,-150.6655,1.9,53.00, 8,"Kenai Peninsula, Alaska"
ak,10656133,1,"Thursday, February 14, 2013 18:08:10 UTC",62.6318,-151.1008,1.7,78.80,13,"Central Alaska"
ci,11244642,4,"Thursday, February 14, 2013 18:04:08 UTC",34.0660,-117.1962,1.2,7.00,16,"Greater Los Angeles area, California"
nc,71937420,1,"Thursday, February 14, 2013 17:58:04 UTC",38.8085,-122.7803,1.2,0.90,23,"Northern California"
us,c000f7bl,4,"Thursday, February 14, 2013 17:17:42 UTC",67.6553,142.4511,4.6,15.90,42,"northeastern Sakha, Russia"
us,c000f7bg,6,"Thursday, February 14, 2013 17:03:37 UTC",-16.0850,-173.3901,4.6,145.60,135,"Tonga"
nn,00403115,9,"Thursday, February 14, 2013 17:03:32 UTC",40.5070,-118.0435,1.8,2.00, 4,"Nevada"
ci,11244594,2,"Thursday, February 14, 2013 16:57:11 UTC",36.0920,-117.8453,1.6,2.60,41,"Central California"
us,c000f7be,5,"Thursday, February 14, 2013 16:56:22 UTC",22.8324,5.2330,4.3,13.50,13,"southern Algeria"
us,c000f7bc,6,"Thursday, February 14, 2013 16:52:16 UTC",-4.4427,135.2394,5.3,31.60,110,"near the south coast of Papua, Indonesia"
ci,11244586,2,"Thursday, February 14, 2013 16:51:53 UTC",35.5702,-118.5338,2.2,1.80,51,"Central California"
us,c000f7b6,7,"Thursday, February 14, 2013 16:43:37 UTC",36.7441,140.5713,4.5,109.70,24,"near the east coast of Honshu, Japan"
nc,71937360,0,"Thursday, February 14, 2013 16:31:03 UTC",37.5600,-118.8457,1.0,9.60,13,"Central California"
nc,71937340,1,"Thursday, February 14, 2013 15:51:00 UTC",38.7870,-122.7620,1.7,1.10,33,"Northern California"
uw,60506201,2,"Thursday, February 14, 2013 15:42:22 UTC",47.6812,-120.2237,1.2,0.80,10,"Washington"
pr,13045000,0,"Thursday, February 14, 2013 15:42:02 UTC",19.1916,-64.3410,3.1,56.00, 5,"Virgin Islands region"
ci,11244570,2,"Thursday, February 14, 2013 15:39:13 UTC",32.2007,-115.2573,2.4,10.00,11,"Baja California, Mexico"
nn,00403107,9,"Thursday, February 14, 2013 15:35:33 UTC",38.0457,-118.0235,1.2,7.20, 9,"Nevada"
ak,10656076,1,"Thursday, February 14, 2013 15:31:54 UTC",63.8020,-149.2391,1.9,129.40,19,"Central Alaska"
nn,00403103,9,"Thursday, February 14, 2013 15:20:38 UTC",39.0642,-118.1178,1.9,6.80,11,"Nevada"
us,c000f7a5,5,"Thursday, February 14, 2013 15:14:56 UTC",67.6140,142.6226,4.9,16.50,285,"northeastern Sakha, Russia"
us,c000f7a0,6,"Thursday, February 14, 2013 15:08:35 UTC",67.5719,142.5125,4.9,16.90,310,"northeastern Sakha, Russia"
ak,10656057,1,"Thursday, February 14, 2013 15:01:08 UTC",62.7145,-151.8516,2.0,1.20,15,"Central Alaska"
ak,10656052,1,"Thursday, February 14, 2013 14:52:36 UTC",62.9059,-151.3105,1.8,109.20,17,"Central Alaska"
ak,10656051,1,"Thursday, February 14, 2013 14:49:46 UTC",61.4417,-149.8950,1.4,33.90, 6,"Southern Alaska"
ci,11244562,2,"Thursday, February 14, 2013 14:42:28 UTC",34.0163,-117.1133,1.1,4.10,39,"Greater Los Angeles area, California"
ak,10656037,1,"Thursday, February 14, 2013 14:09:22 UTC",59.8907,-153.6912,3.3,195.20,20,"Southern Alaska"
us,c000f77p,3,"Thursday, February 14, 2013 13:44:29 UTC",67.8668,142.4358,4.6,10.00,19,"northeastern Sakha, Russia"
nc,71937310,0,"Thursday, February 14, 2013 13:26:06 UTC",38.8212,-122.7632,1.2,2.20,11,"Northern California"
us,c000f76f,B,"Thursday, February 14, 2013 13:13:53 UTC",67.5802,142.5926,6.6,10.10,654,"northeastern Sakha, Russia"
uu,60013297,2,"Thursday, February 14, 2013 12:46:48 UTC",38.7878,-110.3485,1.1,6.00, 5,"Utah"
nn,00403090,9,"Thursday, February 14, 2013 12:44:26 UTC",38.0423,-118.0260,1.6,5.10,19,"Nevada"
ci,11244522,0,"Thursday, February 14, 2013 12:35:57 UTC",33.5037,-116.4457,1.2,8.10,52,"Southern California"
ci,11244514,0,"Thursday, February 14, 2013 12:21:38 UTC",34.4968,-119.1075,1.8,18.50,25,"Southern California"
ci,11244506,0,"Thursday, February 14, 2013 12:21:01 UTC",34.5037,-119.1083,2.0,18.20,39,"Southern California"
ak,10656009,1,"Thursday, February 14, 2013 11:35:11 UTC",61.0675,-152.2448,2.2,95.40,11,"Southern Alaska"
us,c000f75j,6,"Thursday, February 14, 2013 11:15:22 UTC",-0.4976,98.4356,4.8,22.90,34,"Kepulauan Batu, Indonesia"
ak,10656007,2,"Thursday, February 14, 2013 11:13:50 UTC",51.2090,-179.9916,3.2,32.70,16,"Andreanof Islands, Aleutian Islands, Alaska"
nn,00403086,9,"Thursday, February 14, 2013 11:09:57 UTC",38.0243,-118.0637,1.4,8.30,13,"Nevada"
ci,11244498,0,"Thursday, February 14, 2013 11:01:38 UTC",33.7553,-116.0902,1.1,6.90,37,"Southern California"
nn,00403084,9,"Thursday, February 14, 2013 10:54:14 UTC",37.9318,-118.0456,1.1,0.00, 5,"Nevada"
nn,00403081,9,"Thursday, February 14, 2013 10:35:00 UTC",38.0388,-118.0202,2.0,6.40,13,"Nevada"
ak,10656000,1,"Thursday, February 14, 2013 10:18:46 UTC",63.0863,-151.4395,1.8,0.10,13,"Central Alaska"
nn,00403080,9,"Thursday, February 14, 2013 09:31:42 UTC",38.0446,-118.0678,1.3,0.00,13,"Nevada"
nn,00403079,9,"Thursday, February 14, 2013 09:12:14 UTC",38.0383,-118.0227,1.5,7.10,14,"Nevada"
nc,71937225,0,"Thursday, February 14, 2013 09:10:23 UTC",38.7565,-122.7222,1.2,1.20,13,"Northern California"
nc,71937220,2,"Thursday, February 14, 2013 09:07:49 UTC",37.2215,-122.0478,1.4,10.30,44,"Northern California"
nn,00403078,9,"Thursday, February 14, 2013 09:01:50 UTC",38.0634,-118.0232,1.4,0.00,12,"Nevada"
nn,00403077,9,"Thursday, February 14, 2013 08:56:41 UTC",38.0256,-117.8674,1.7,8.00,10,"Nevada"
us,c000f73z,6,"Thursday, February 14, 2013 08:40:15 UTC",-24.9938,-68.3004,4.3,96.60,38,"Salta, Argentina"
nn,00403074,9,"Thursday, February 14, 2013 08:08:16 UTC",38.0446,-118.0455,1.7,0.00,20,"Nevada"
nc,71937195,0,"Thursday, February 14, 2013 08:04:02 UTC",35.7228,-121.1028,1.1,6.70, 8,"Central California"
nn,00403073,9,"Thursday, February 14, 2013 08:01:58 UTC",38.0446,-118.0901,1.8,0.00,22,"Nevada"
nn,00403072,9,"Thursday, February 14, 2013 07:54:06 UTC",38.0634,-118.0455,1.3,0.00,17,"Nevada"
ci,11244490,0,"Thursday, February 14, 2013 07:46:32 UTC",32.8777,-116.2622,1.3,5.30,48,"Southern California"
ci,11244482,0,"Thursday, February 14, 2013 07:42:47 UTC",34.7792,-118.6337,1.6,9.90,23,"Southern California"
ci,11244474,0,"Thursday, February 14, 2013 07:40:57 UTC",34.7853,-118.6297,3.0,8.90,112,"Southern California"
nn,00403070,9,"Thursday, February 14, 2013 07:37:52 UTC",38.0258,-118.0901,1.5,0.00,16,"Nevada"
nn,00403068,9,"Thursday, February 14, 2013 07:29:12 UTC",38.0258,-118.0901,1.8,0.00,28,"Nevada"
ak,10655970,1,"Thursday, February 14, 2013 07:19:31 UTC",61.9906,-144.9495,2.0,12.70, 7,"Southern Alaska"
ci,11244458,2,"Thursday, February 14, 2013 07:13:55 UTC",36.4335,-117.4867,1.3,6.10,25,"Central California"
nn,00403066,9,"Thursday, February 14, 2013 07:10:31 UTC",38.0418,-118.0376,2.1,9.70,22,"Nevada"
nn,00403062,9,"Thursday, February 14, 2013 06:47:10 UTC",38.0236,-118.0450,1.2,7.30,16,"Nevada"
us,c000f737,8,"Thursday, February 14, 2013 06:30:29 UTC",-11.3138,165.7186,4.8,10.00,27,"Santa Cruz Islands"
nc,71937140,0,"Thursday, February 14, 2013 06:13:20 UTC",37.8835,-118.4687,1.5,9.00, 8,"Central California"
nn,00403057,9,"Thursday, February 14, 2013 06:05:51 UTC",38.0455,-118.0490,1.0,9.10,11,"Nevada"
nc,71937130,3,"Thursday, February 14, 2013 06:05:36 UTC",38.8065,-122.8207,2.4,2.20,70,"Northern California"
ak,10655949,1,"Thursday, February 14, 2013 05:37:57 UTC",61.5745,-146.5845,1.8,23.00,14,"Southern Alaska"
uw,60506131,2,"Thursday, February 14, 2013 05:16:15 UTC",47.8765,-121.6490,1.9,8.90,19,"Washington"
uu,60013287,3,"Thursday, February 14, 2013 04:36:16 UTC",37.8107,-113.1268,1.2,5.30, 9,"Utah"
ak,10655933,1,"Thursday, February 14, 2013 04:33:22 UTC",63.0871,-149.5557,1.1,21.10, 5,"Central Alaska"
nn,00403051,9,"Thursday, February 14, 2013 04:31:05 UTC",38.0304,-118.0398,2.3,7.90,17,"Nevada"
ak,10655931,1,"Thursday, February 14, 2013 04:25:54 UTC",61.9650,-147.4485,1.5,43.30, 7,"Southern Alaska"
nc,71937105,0,"Thursday, February 14, 2013 04:24:10 UTC",38.7785,-122.7233,1.3,2.30,22,"Northern California"
uw,60506126,1,"Thursday, February 14, 2013 04:23:10 UTC",48.4017,-124.1215,1.6,0.10,25,"Vancouver Island, Canada region"
us,c000f71t,9,"Thursday, February 14, 2013 04:00:27 UTC",15.8095,-93.7129,4.5,103.60,120,"offshore Chiapas, Mexico"
nn,00403047,9,"Thursday, February 14, 2013 03:23:16 UTC",38.3865,-118.6878,1.8,7.00, 7,"Nevada"
ci,11244402,0,"Thursday, February 14, 2013 03:17:33 UTC",31.8372,-116.2157,2.7,11.30,20,"Baja California, Mexico"
ak,10655917,2,"Thursday, February 14, 2013 03:09:47 UTC",52.8961,-166.7786,2.5,1.10,12,"Fox Islands, Aleutian Islands, Alaska"
us,c000f70q,5,"Thursday, February 14, 2013 03:01:18 UTC",-7.0264,129.7578,4.6,120.90,28,"Kepulauan Babar, Indonesia"
nc,71937090,0,"Thursday, February 14, 2013 02:56:43 UTC",37.4830,-118.8450,1.0,8.00,11,"Central California"
nc,71937085,1,"Thursday, February 14, 2013 02:43:56 UTC",38.8052,-122.8228,1.8,2.40,33,"Northern California"
nn,00403042,9,"Thursday, February 14, 2013 02:41:52 UTC",38.0320,-118.0504,3.2,8.40,16,"Nevada"
nc,71937070,1,"Thursday, February 14, 2013 02:17:29 UTC",38.8173,-122.8205,1.8,2.50,33,"Northern California"
